INFO: Initializing raylib 3.7
WARNING: GLFW: Error: 65544 Description: Wayland: Focusing a window requires user interaction
WARNING: GLFW: Error: 65544 Description: Wayland: Window position setting not supported
INFO: DISPLAY: Device initialized successfully
INFO:     > Display size: 1920 x 1080
INFO:     > Render size:  800 x 600
INFO:     > Screen size:  800 x 600
INFO:     > Viewport offsets: 0, 0
INFO: GLAD: OpenGL extensions loaded successfully
INFO: GL: Supported extensions count: 223
INFO: GL: OpenGL device information:
INFO:     > Vendor:   Intel
INFO:     > Renderer: Mesa Intel(R) UHD Graphics 620 (KBL GT2)
INFO:     > Version:  4.6 (Core Profile) Mesa 21.1.4
INFO:     > GLSL:     4.60
INFO: GL: DXT compressed textures supported
INFO: GL: ETC2/EAC compressed textures supported
INFO: TEXTURE: [ID 1] Texture loaded successfully (1x1 - 1 mipmaps)
INFO: TEXTURE: [ID 1] Default texture loaded successfully
INFO: SHADER: [ID 1] Vertex shader compiled successfully
INFO: SHADER: [ID 2] Fragment shader compiled successfully
INFO: SHADER: [ID 3] Program shader loaded successfully
INFO: SHADER: [ID 3] Default shader loaded successfully
INFO: RLGL: Render batch vertex buffers loaded successfully in RAM (CPU)
INFO: RLGL: Render batch vertex buffers loaded successfully in VRAM (GPU)
INFO: RLGL: Default OpenGL state initialized successfully
INFO: TEXTURE: [ID 2] Texture loaded successfully (128x128 - 1 mipmaps)
INFO: FONT: Default font loaded successfully
INFO: TIMER: Target time per frame: 16.667 milliseconds
1	1	1
1	1.43335	0.972221
1.07223	1.85993	0.9529
1.20479	2.31669	0.943698
1.39012	2.82139	0.948275
1.62867	3.40114	0.971498
1.9241	4.07816	1.02064
2.28312	4.8754	1.10606
2.71517	5.81753	1.24243
3.23225	6.93145	1.45047
3.8488	8.2462	1.75942
4.58171	9.79205	2.2102
5.45013	11.5983	2.85973
6.47485	13.6886	3.78619
7.67718	16.0736	5.09515
9.07663	18.7365	6.92542
10.6867	21.6124	9.4521
12.5077	24.5559	12.8815
14.5158	27.2984	17.4281
16.6463	29.4011	23.258
18.7722	30.2267	30.3815
20.6813	28.9778	38.4885
22.0641	24.8794	46.7665
22.5333	17.5634	53.8372
21.705	7.56705	58.0406
19.3486	-3.4266	58.1984
15.5526	-13.1081	54.5067
10.7757	-19.7607	48.6863
5.68613	-23.1465	42.9734
0.880544	-24.1798	38.8697
-3.2963	-23.9363	36.7873
-6.73643	-23.0546	36.4673
-9.45621	-21.7197	37.435
-11.5002	-19.8706	39.1944
-12.8953	-17.3937	41.2611
-13.6451	-14.2536	43.1656
-13.7465	-10.567	44.4887
-13.2166	-6.61304	44.9324
-12.1159	-2.77288	44.3921
-10.5587	0.583544	42.979
-8.70159	3.20991	40.9661
-6.71627	5.0369	38.6797
-4.75733	6.14846	36.3967
-2.93963	6.71177	34.2915
-1.33101	6.90816	32.4385
0.0422351	6.89149	30.8435
1.18382	6.77463	29.4775
2.11566	6.63256	28.301
2.8685	6.5114	27.277
3.47568	6.43743	26.376
3.96932	6.42422	25.5766
4.37848	6.47747	24.8648
4.72833	6.59831	24.2324
5.04	6.78525	23.6754
5.33089	7.03544	23.1931
5.61499	7.34528	22.7873
5.90338	7.71069	22.4619
6.20461	8.12709	22.2223
6.52504	8.58913	22.075
6.86906	9.09034	22.028
7.23929	9.62255	22.0897
7.63652	10.1753	22.2689
8.05966	10.7352	22.5743
8.50559	11.2851	23.013
8.96886	11.804	23.59
9.44139	12.2665	24.3061
9.91226	12.6433	25.156
10.3674	12.9024	26.1267
10.79	13.0111	27.195
11.1602	12.939	28.3262
11.4566	12.6626	29.474
11.6576	12.1701	30.5819
11.7431	11.4656	31.5873
11.6968	10.5724	32.4275
11.5094	9.53301	33.0474
11.18	8.40588	33.4073
10.7176	7.25819	33.4888
10.141	6.15673	33.2969
9.47696	5.15881	32.8576
8.75725	4.30555	32.2121
8.01527	3.61899	31.4088
7.28253	3.10327	30.4963
6.58596	2.74855	29.5175
5.94637	2.53616	28.5073
5.37798	2.4436	27.4916
4.8889	2.44844	26.4888
4.48214	2.53078	25.511
4.1569	2.67454	24.5662
3.90983	2.86787	23.6596
3.73617	3.10292	22.7949
3.63062	3.37533	21.975
3.58807	3.68366	21.2025
3.604	4.02878	20.4805
3.6748	4.41332	19.8122
3.79789	4.84126	19.2019
3.97179	5.31749	18.6549
4.19609	5.8475	18.1778
4.47133	6.43697	17.7788
4.79895	7.09142	17.4683
5.18104	7.81561	17.2592
5.62016	8.61286	17.167
6.11896	9.48406	17.2107
6.67982	10.4263	17.413
7.30426	11.4313	17.7999
7.99212	12.4825	18.4004
8.74054	13.5532	19.2454
9.54268	14.6027	20.3644
10.386	15.5737	21.7819
11.2507	16.3906	23.5097
12.1074	16.9594	25.5383
12.9161	17.1735	27.8256
13.6257	16.9248	30.2859
14.1755	16.1236	32.7834
14.5002	14.7246	35.1359
14.5376	12.7546	37.1329
14.2405	10.3291	38.573
13.5885	7.64746	39.3102
12.5983	4.95842	39.295
11.325	2.50406	38.5897
9.85475	0.463447	37.3471
8.28947	-1.07956	35.7633
6.72791	-2.13417	34.0246
5.25085	-2.77418	32.2731
3.91329	-3.10191	30.5959
2.74404	-3.21952	29.0337
1.75008	-3.21314	27.596
0.922845	-3.1478	26.2757
0.244381	-3.06881	25.0595
-0.307839	-3.00569	23.9332
-0.757497	-2.97646	22.8849
-1.12734	-2.99143	21.9053
-1.43803	-3.05609	20.9879
-1.70772	-3.17322	20.1283
-1.95198	-3.34438	19.324
-2.18405	-3.5709	18.5739
-2.4152	-3.85451	17.8784
-2.6551	-4.19771	17.2389
-2.91221	-4.60396	16.6585
-3.19418	-5.07773	16.1416
-3.50811	-5.62441	15.6945
-3.86084	-6.25018	15.3258
-4.25908	-6.96159	15.0468
-4.70951	-7.76507	14.8722
-5.21879	-8.66611	14.8207
-5.79336	-9.66804	14.9158
-6.43917	-10.7703	15.1864
-7.16105	-11.966	15.6673
-7.9619	-13.2385	16.3992
-8.84137	-14.5573	17.4271
-9.79407	-15.8727	18.7977
-10.8072	-17.1104	20.5533
-11.8578	-18.1665	22.7218
-12.9093	-18.9069	25.3023
-13.9089	-19.1722	28.2458
-14.7862	-18.7957	31.435
-15.4545	-17.6359	34.6699
-15.818	-15.6239	37.6717
-15.7857	-12.8136	40.1165
-15.2903	-9.41215	41.7048
-14.3106	-5.76264	42.2498
-12.8859	-2.26775	41.7465
-11.1161	0.722419	40.3781
-9.14297	3.00373	38.4496
-7.11845	4.54606	36.2829
-5.1743	5.45301	34.1309
-3.40302	5.89087	32.1437
-1.85398	6.02771	30.3809
-0.540316	6.00081	28.8443
0.549909	5.9084	27.5083
1.44302	5.81443	26.3398
2.17161	5.75745	25.3089
2.76927	5.75889	24.3924
3.26756	5.82942	23.5741
3.69456	5.9733	22.8438
4.07436	6.19125	22.1963
4.42719	6.48218	21.6302
4.7697	6.84416	21.1471
5.11546	7.27488	20.7513
5.47538	7.77166	20.4493
5.85811	8.33121	20.2496
6.27031	8.94908	20.163
6.71679	9.61896	20.2021
7.2005	10.3316	20.3811
7.72237	11.0738	20.7151
8.28096	11.8269	21.2198
8.87196	12.5655	21.909
9.48758	13.2568	22.7933
10.1158	13.8592	23.8766
10.7397	14.3234	25.152
11.337	14.5945	26.5981
11.88	14.6161	28.1736
12.336	14.3382	29.8155
12.6697	13.7259	31.4384
12.8458	12.771	32.9396
12.8333	11.5006	34.2099
12.6112	9.98063	35.1493
12.1727	8.31154	35.6849
11.5292	6.61385	35.7852
10.7099	5.00762	35.4656
9.7595	3.5915	34.7832
8.73146	2.42826	33.8214
7.68088	1.5406	32.6715
6.65747	0.916874	31.4166
5.70066	0.522476	30.122
4.8376	0.312145	28.8329
4.08333	0.239788	27.5765
3.44271	0.264613	26.3672
2.91299	0.353899	25.2104
2.48646	0.483441	24.1071
2.15261	0.636716	23.0556
1.89995	0.803499	22.0537
1.7172	0.978407	21.099
1.59406	1.15961	20.1892
1.52165	1.34781	19.3227
1.49268	1.54542	18.4981
1.50147	1.75606	17.7143
1.54409	1.98521	16.9676
1.61761	2.23604	16.2646
1.72069	2.51517	15.602
1.85311	2.82882	14.9807
2.01574	3.1838	14.4022
2.21042	3.58758	13.869
2.43996	4.0484	13.3848
2.70804	4.57528	12.9545
3.01926	5.17812	12.5852
3.37909	5.86753	12.2865
3.79384	6.65473	12.0708
4.27068	7.55107	11.9551
4.81743	8.5673	11.9613
5.44245	9.71233	12.1175
6.15414	10.9912	12.46
6.96035	12.402	13.0336
7.86734	13.9316	13.8931
8.87822	15.5494	15.1025
9.99012	17.1987	16.7322
11.1916	18.7882	18.8523
12.4578	20.1815	21.519
13.7451	21.1908	24.753
14.9861	21.5815	28.5075
16.0854	21.095	32.631
16.9203	19.5018	36.8363
17.3506	16.6848	40.6989
17.2396	12.7344	43.715
16.4887	8.00659	45.4311
15.075	3.08263	45.6123
13.0762	-1.39398	44.3595
10.6644	-4.93622	42.0841
8.06419	-7.35735	39.3362
5.49383	-8.75841	36.599
3.11838	-9.39981	34.1703
1.03194	-9.56385	32.1631
-0.734082	-9.47605	30.569
-2.19112	-9.28667	29.3263
-3.37396	-9.08342	28.3619
-4.32557	-8.91167	27.6121
-5.08995	-8.79111	27.0273
-5.70683	-8.7271	26.5719
-6.21022	-8.71748	26.221
-6.62812	-8.75633	25.9579
-6.98283	-8.83599	25.7715
-7.2917	-8.94808	25.6544
-7.56778	-9.08401	25.6017
-7.82049	-9.23512	25.6096
-8.05627	-9.39278	25.6751
-8.27903	-9.5484	25.7952
-8.4906	-9.6935	25.9662
-8.69109	-9.81975	26.1839
-8.87921	-9.91915	26.4426
-9.05254	-9.98431	26.7353
-9.20784	-10.0087	27.0534
-9.34132	-9.98717	27.3871
-9.44897	-9.91614	27.7248
-9.52683	-9.79421	28.0542
-9.5714	-9.62237	28.3625
-9.5799	-9.40416	28.6369
-9.55061	-9.14572	28.8657
-9.48312	-8.85548	29.0386
-9.37851	-8.54373	29.1476
-9.23938	-8.22195	29.1876
-9.0698	-7.90202	29.1565
-8.87516	-7.5955	29.0551
-8.66188	-7.31282	28.8873
-8.43703	-7.06284	28.6591
-8.20798	-6.85243	28.3785
-7.98205	-6.68643	28.0547
-7.76611	-6.56772	27.6973
-7.56637	-6.49743	27.3164
-7.38821	-6.47535	26.9217
-7.23606	-6.50021	26.5225
-7.11341	-6.57006	26.1276
-7.02285	-6.68255	25.7453
-6.96613	-6.83509	25.3832
-6.94429	-7.02499	25.0487
-6.95774	-7.2495	24.7484
-7.00637	-7.50574	24.4892
-7.0896	-7.79063	24.2772
-7.20644	-8.10068	24.1188
-7.35549	-8.43185	24.0198
-7.53489	-8.77927	23.9859
-7.74229	-9.13706	24.0224
-7.97476	-9.49806	24.1337
-8.22866	-9.85365	24.3235
-8.4995	-10.1936	24.5939
-8.78187	-10.5063	24.9448
-9.06928	-10.7783	25.3739
-9.35413	-10.9956	25.8754
-9.62773	-11.1436	26.4397
-9.88038	-11.2083	27.0527
-10.1017	-11.1774	27.6961
-10.281	-11.0423	28.3471
-10.4079	-10.7988	28.9793
-10.473	-10.4489	29.5646
-10.469	-10.0017	30.0745
-10.3911	-9.47299	30.483
-10.2381	-8.88508	30.7688
-10.0126	-8.26451	30.9174
-9.72123	-7.6399	30.9224
-9.37433	-7.03905	30.7859
-8.9851	-6.48644	30.5174
-8.56863	-6.00132	30.1324
-8.14073	-5.59675	29.6502
-7.71672	-5.27956	29.0918
-7.31051	-5.05114	28.4778
-6.93394	-4.90873	27.8275
-6.59639	-4.84685	27.158
-6.30479	-4.85863	26.4838
-6.06375	-4.93698	25.8173
-5.87595	-5.07529	25.1688
-5.7425	-5.26798	24.5472
-5.66341	-5.51066	23.9603
-5.63795	-5.80012	23.4156
-5.66498	-6.13424	22.9199
-5.74319	-6.51165	22.4804
-5.87127	-6.93147	22.1046
-6.04797	-7.39285	21.8004
-6.27213	-7.89457	21.5767
-6.54254	-8.43447	21.443
-6.85788	-9.00892	21.4097
-7.2164	-9.61205	21.4878
-7.61569	-10.2351	21.6889
-8.05228	-10.8656	22.0241
-8.52119	-11.4865	22.5035
-9.01543	-12.0757	23.1347
-9.5255	-12.6055	23.9209
-10.0389	-13.0431	24.8591
-10.5396	-13.3512	25.9365
-11.0082	-13.4912	27.1291
-11.422	-13.4261	28.3987
-11.7561	-13.1264	29.6924
-11.9845	-12.576	30.9447
-12.0831	-11.7782	32.0814
-12.0322	-10.7599	33.0275
-11.8202	-9.57234	33.7174
-11.4455	-8.2864	34.1047
-10.919	-6.98372	34.1696
-10.2631	-5.74452	33.9219
-9.50996	-4.63578	33.3968
-8.69757	-3.70309	32.6473
-7.86512	-2.96767	31.733
-7.04885	-2.42884	30.7117
-6.27882	-2.06978	29.632
-5.57728	-1.86449	28.5316
-4.95846	-1.784	27.4368
-4.42936	-1.80081	26.3647
-3.99124	-1.89152	25.3258
-3.64127	-2.03789	24.326
-3.37403	-2.2269	23.3685
-3.18283	-2.45024	22.4551
-3.06073	-2.70355	21.587
-3.0012	-2.98564	20.7655
-2.9986	-3.29777	19.9919
-3.04847	-3.64304	19.2681
-3.14757	-4.02598	18.5969
-3.29397	-4.45218	17.9815
-3.48702	-4.92801	17.4267
-3.72719	-5.46038	16.9386
-4.01607	-6.05653	16.5249
-4.35616	-6.7237	16.1959
-4.75077	-7.46868	15.9642
-5.20377	-8.29722	15.846
-5.71936	-9.21307	15.8614
-6.30167	-10.2167	16.0347
-6.9542	-11.3031	16.3951
-7.67905	-12.4598	16.9765
-8.47588	-13.663	17.8167
-9.34044	-14.8739	18.955
-10.2627	-16.0341	20.4281
-11.2247	-17.0621	22.2628
-12.1976	-17.8511	24.4654
-13.1399	-18.2721	27.0071
-13.9953	-18.185	29.8085
-14.6936	-17.4601	32.7255
-15.1547	-16.0118	35.547
-15.2976	-13.8386	38.0115
-15.0544	-11.0554	39.8504
-14.3879	-7.89763	40.8532
-13.3061	-4.68372	40.9313
